repo_name,stars,owner,repo,sustainability_status,language,pushed_at,archived,api_status
TheAlgorithms/Python,1079,TheAlgorithms,Python,unknown,Python,2025-12-13T01:15:31Z,False,success
Hillobar/Rope,1074,Hillobar,Rope,unknown,Python,2024-05-28T22:59:35Z,False,success
sunner/ChatALL,1072,sunner,ChatALL,unknown,JavaScript,2025-12-23T20:27:15Z,False,success
saadeghi/daisyui,1072,saadeghi,daisyui,unknown,Svelte,2025-12-25T11:06:58Z,False,success
louislam/dockge,1071,louislam,dockge,unknown,TypeScript,2025-12-24T05:30:45Z,False,success
neovim/neovim,1070,neovim,neovim,unknown,Vim Script,2025-12-26T05:27:53Z,False,success
rust-lang/rust,1069,rust-lang,rust,unknown,Rust,2025-12-26T04:31:26Z,False,success
zzzgydi/clash-verge,1065,zzzgydi,clash-verge,unknown,TypeScript,2023-11-03T08:00:47Z,True,success
openbao/openbao,1064,openbao,openbao,unknown,Go,2025-12-25T15:57:40Z,False,success
openai/openai-python,1059,openai,openai-python,unknown,Python,2025-12-19T03:28:28Z,False,success
alist-org/alist,1059,alist-org,alist,unknown,Go,2025-12-22T05:58:10Z,False,success
openai/openai-cookbook,1059,openai,openai-cookbook,unknown,Jupyter Notebook,2025-12-22T17:05:08Z,False,success
haotian-liu/LLaVA,1059,haotian-liu,LLaVA,unknown,Python,2024-08-12T09:52:38Z,False,success
graphdeco-inria/gaussian-splatting,1058,graphdeco-inria,gaussian-splatting,unknown,Python,2025-10-17T14:28:15Z,False,success
tuteng/Best-websites-a-programmer-should-visit-zh,1058,tuteng,Best-websites-a-programmer-should-visit-zh,unknown,,2024-08-15T07:31:16Z,False,success
SimplifyJobs/Summer2024-Internships,1055,SimplifyJobs,Summer2024-Internships,unknown,,2025-12-26T06:08:53Z,False,success
fighting41love/funNLP,1054,fighting41love,funNLP,unknown,Python,2024-05-10T07:38:24Z,False,success
FuelLabs/fuels-rs,1052,FuelLabs,fuels-rs,unknown,Rust,2025-12-09T00:41:14Z,False,success
conductor-oss/conductor,1046,conductor-oss,conductor,unknown,Java,2025-12-19T17:00:43Z,False,success
THU-LYJ-Lab/T3Bench,1043,THU-LYJ-Lab,T3Bench,unknown,Python,2023-10-24T07:05:13Z,False,success
facebookresearch/llama-recipes,1037,facebookresearch,llama-recipes,unknown,Jupyter Notebook,2025-11-03T16:25:20Z,False,success
gradio-app/gradio,1033,gradio-app,gradio,unknown,Python,2025-12-19T18:17:55Z,False,success
base-org/chains,1033,base-org,chains,unknown,Kotlin,2024-02-15T14:07:52Z,True,success
SecureAI-Tools/SecureAI-Tools,1032,SecureAI-Tools,SecureAI-Tools,unknown,TypeScript,2024-05-27T15:22:35Z,False,success
ratatui-org/ratatui,1027,ratatui-org,ratatui,unknown,Rust,2025-12-23T21:25:27Z,False,success
MrNeRF/awesome-3D-gaussian-splatting,1021,MrNeRF,awesome-3D-gaussian-splatting,unknown,HTML,2025-12-19T11:05:53Z,False,success
pytorch/pytorch,1020,pytorch,pytorch,unknown,Python,2025-12-26T06:10:10Z,False,success
fishaudio/Bert-VITS2,1015,fishaudio,Bert-VITS2,unknown,Python,2025-12-22T18:41:52Z,False,success
Ucas-HaoranWei/Vary,1012,Ucas-HaoranWei,Vary,unknown,Python,2024-12-30T07:43:26Z,False,success
illacloud/illa-builder,1011,illacloud,illa-builder,unknown,TypeScript,2025-10-26T02:12:19Z,False,success
KillianLucas/open-interpreter,1008,KillianLucas,open-interpreter,unknown,Python,2025-12-05T18:57:03Z,False,success
n8n-io/n8n,1005,n8n-io,n8n,unknown,TypeScript,2025-12-24T22:36:37Z,False,success
mudler/LocalAI,1003,mudler,LocalAI,unknown,Go,2025-12-25T21:10:28Z,False,success
tauri-apps/tauri,1001,tauri-apps,tauri,unknown,Rust,2025-12-25T12:26:19Z,False,success
jqnatividad/qsv,1000,jqnatividad,qsv,unknown,Rust,2025-12-26T00:38:43Z,False,success
tailwindlabs/tailwindcss,998,tailwindlabs,tailwindcss,unknown,TypeScript,2025-12-26T00:55:32Z,False,success
FuelLabs/fuels-ts,996,FuelLabs,fuels-ts,unknown,TypeScript,2025-11-02T19:03:25Z,False,success
fatedier/frp,994,fatedier,frp,unknown,Go,2025-12-25T02:15:40Z,False,success
ohmyzsh/ohmyzsh,993,ohmyzsh,ohmyzsh,unknown,Shell,2025-12-22T12:31:21Z,False,success
nocodb/nocodb,993,nocodb,nocodb,unknown,TypeScript,2025-12-24T14:44:06Z,False,success
lm-sys/FastChat,978,lm-sys,FastChat,unknown,Python,2025-06-02T15:22:03Z,False,success
dunglas/frankenphp,974,dunglas,frankenphp,unknown,Go,2025-12-24T17:26:18Z,False,success
typst/typst,973,typst,typst,unknown,Rust,2025-12-24T13:57:15Z,False,success
activepieces/activepieces,962,activepieces,activepieces,unknown,TypeScript,2025-12-26T00:43:51Z,False,success
kadirnar/whisper-plus,961,kadirnar,whisper-plus,unknown,Python,2025-12-01T21:04:59Z,False,success
macrozheng/mall,961,macrozheng,mall,unknown,Java,2025-10-17T06:27:15Z,False,success
The-Run-Philosophy-Organization/run,952,The-Run-Philosophy-Organization,run,unknown,,2024-07-31T03:44:51Z,False,success
Ftindy/IPTV-URL,951,Ftindy,IPTV-URL,unknown,,,,not_found
rust-lang/rustlings,945,rust-lang,rustlings,unknown,Rust,2025-12-22T14:09:01Z,False,success
elfvingralf/macOSpilot-ai-assistant,944,elfvingralf,macOSpilot-ai-assistant,unknown,JavaScript,2023-12-21T19:48:09Z,False,success
base-org/node,943,base-org,node,unknown,Go,2025-12-23T13:16:23Z,False,success
withastro/astro,941,withastro,astro,unknown,TypeScript,2025-12-25T20:31:45Z,False,success
1Panel-dev/1Panel,941,1Panel-dev,1Panel,unknown,Go,2025-12-26T02:57:01Z,False,success
Z-Siqi/Clash-for-Windows_Chinese,938,Z-Siqi,Clash-for-Windows_Chinese,unknown,JavaScript,2025-06-26T05:13:29Z,False,success
OpenAccess-AI-Collective/axolotl,937,OpenAccess-AI-Collective,axolotl,unknown,Python,2025-12-25T12:24:46Z,False,success
llmware-ai/llmware,933,llmware-ai,llmware,unknown,Python,2025-07-24T19:13:39Z,False,success
swisskyrepo/PayloadsAllTheThings,931,swisskyrepo,PayloadsAllTheThings,unknown,Python,2025-12-12T10:33:57Z,False,success
Hannibal046/Awesome-LLM,928,Hannibal046,Awesome-LLM,unknown,,2025-07-31T02:38:24Z,False,success
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,926,RVC-Project,Retrieval-based-Voice-Conversion-WebUI,unknown,Python,2024-11-24T15:09:44Z,False,success
stas00/ml-engineering,925,stas00,ml-engineering,unknown,Python,2025-12-20T01:47:03Z,False,success
chenzomi12/DeepLearningSystem,919,chenzomi12,DeepLearningSystem,unknown,,2024-03-26T13:35:19Z,False,success
guoqincode/AnimateAnyone-unofficial,919,guoqincode,AnimateAnyone-unofficial,unknown,Python,2024-07-09T16:58:35Z,False,success
2dust/v2rayNG,918,2dust,v2rayNG,unknown,Kotlin,2025-12-25T09:28:54Z,False,success
justjavac/free-programming-books-zh_CN,917,justjavac,free-programming-books-zh_CN,unknown,,2024-07-15T08:55:20Z,False,success
ventoy/Ventoy,917,ventoy,Ventoy,unknown,C,2025-12-21T13:13:01Z,False,success
prs-eth/Marigold,913,prs-eth,Marigold,unknown,Python,2025-12-10T09:56:30Z,False,success
yformer/EfficientSAM,913,yformer,EfficientSAM,unknown,Jupyter Notebook,2024-12-24T08:36:39Z,False,success
ZHO-ZHO-ZHO/comfyui-portrait-master-zh-cn,912,ZHO-ZHO-ZHO,comfyui-portrait-master-zh-cn,unknown,Python,2024-06-14T09:00:04Z,False,success
astral-sh/ruff,909,astral-sh,ruff,unknown,Rust,2025-12-25T23:04:35Z,False,success
Innei/Shiro,908,Innei,Shiro,unknown,TypeScript,2025-12-25T21:13:29Z,False,success
github/gitignore,905,github,gitignore,unknown,,2025-11-17T18:23:13Z,False,success
Asabeneh/30-Days-Of-Python,904,Asabeneh,30-Days-Of-Python,unknown,Python,2025-11-16T18:15:31Z,False,success
topjohnwu/Magisk,898,topjohnwu,Magisk,unknown,Rust,2025-12-14T06:12:31Z,False,success
keiko233/clash-nyanpasu,893,keiko233,clash-nyanpasu,unknown,Rust,2025-12-26T05:33:31Z,False,success
laravel/pulse,888,laravel,pulse,unknown,PHP,2025-12-16T15:42:44Z,False,success
oven-sh/bun,888,oven-sh,bun,unknown,Zig,2025-12-26T02:49:35Z,False,success
fffaraz/awesome-cpp,887,fffaraz,awesome-cpp,unknown,,2025-12-10T05:36:22Z,False,success
sudheerj/javascript-interview-questions,884,sudheerj,javascript-interview-questions,unknown,JavaScript,2025-12-23T15:22:42Z,False,success
leiurayer/downkyi,882,leiurayer,downkyi,unknown,,2025-07-21T06:32:50Z,False,success
hoppscotch/hoppscotch,882,hoppscotch,hoppscotch,unknown,TypeScript,2025-12-22T08:13:56Z,False,success
valinet/ExplorerPatcher,877,valinet,ExplorerPatcher,unknown,C,2025-11-03T22:06:24Z,False,success
basecamp/solid_queue,874,basecamp,solid_queue,unknown,Ruby,2025-11-25T08:20:33Z,False,success
SeaQL/FireDBG.for.Rust,871,SeaQL,FireDBG.for.Rust,unknown,Rust,2025-04-03T09:29:33Z,False,success
flutter/flutter,865,flutter,flutter,unknown,Dart,2025-12-25T19:55:05Z,False,success
NopeCHALLC/nopecha-extension,861,NopeCHALLC,nopecha-extension,unknown,,2025-12-04T15:35:41Z,False,success
pmndrs/zustand,859,pmndrs,zustand,unknown,TypeScript,2025-12-21T00:24:43Z,False,success
termux/termux-app,857,termux,termux-app,unknown,Java,2025-12-12T19:04:26Z,False,success
ggerganov/whisper.cpp,857,ggerganov,whisper.cpp,unknown,C++,2025-12-24T07:52:16Z,False,success
githubnext/monaspace,853,githubnext,monaspace,unknown,Shell,2025-09-04T21:03:01Z,False,success
OpenBMB/ChatDev,851,OpenBMB,ChatDev,unknown,Python,2025-09-23T12:40:26Z,False,success
NationalSecurityAgency/ghidra,850,NationalSecurityAgency,ghidra,unknown,Java,2025-12-23T17:36:57Z,False,success
Anjok07/ultimatevocalremovergui,848,Anjok07,ultimatevocalremovergui,unknown,Python,2025-03-13T21:44:03Z,False,success
WuKongOpenSource/WukongCRM-11.0-JAVA,847,WuKongOpenSource,WukongCRM-11.0-JAVA,unknown,Java,2021-08-27T10:21:39Z,False,success
dair-ai/Prompt-Engineering-Guide,840,dair-ai,Prompt-Engineering-Guide,unknown,MDX,2025-12-20T17:22:28Z,False,success
google/comprehensive-rust,837,google,comprehensive-rust,unknown,Rust,2025-12-05T14:12:28Z,False,success
FlowiseAI/Flowise,836,FlowiseAI,Flowise,unknown,TypeScript,2025-12-23T19:22:32Z,False,success
gedoor/legado,834,gedoor,legado,unknown,Kotlin,2025-12-22T06:24:03Z,False,success
maypok86/otter,832,maypok86,otter,unknown,Go,2025-12-23T18:06:11Z,False,success
successfulstudy/promptoftheyear,831,successfulstudy,promptoftheyear,unknown,,2023-12-13T08:26:07Z,False,success
ChrisTitusTech/winutil,830,ChrisTitusTech,winutil,unknown,PowerShell,2025-12-23T15:35:38Z,False,success
webstudio-is/webstudio,830,webstudio-is,webstudio,unknown,TypeScript,2025-12-25T14:42:09Z,False,success
jaywcjlove/linux-command,829,jaywcjlove,linux-command,unknown,Markdown,2025-12-23T13:50:15Z,False,success
pastelsky/tsdocs,827,pastelsky,tsdocs,unknown,TypeScript,2024-11-02T12:40:20Z,False,success
EmergeTools/Pow,825,EmergeTools,Pow,unknown,Swift,2025-02-18T16:52:17Z,False,success
getify/You-Dont-Know-JS,824,getify,You-Dont-Know-JS,unknown,,2025-05-20T14:22:36Z,False,success
luciddreamer-cvlab/LucidDreamer,823,luciddreamer-cvlab,LucidDreamer,unknown,Python,2025-11-24T06:41:45Z,False,success
pingcap/awesome-database-learning,822,pingcap,awesome-database-learning,unknown,,2024-08-29T02:14:04Z,False,success
lxfater/inpaint-web,822,lxfater,inpaint-web,unknown,TypeScript,2025-12-23T12:15:26Z,False,success
hyprwm/Hyprland,821,hyprwm,Hyprland,unknown,C++,2025-12-25T18:36:32Z,False,success
Snailclimb/JavaGuide,816,Snailclimb,JavaGuide,unknown,Java,2025-12-24T12:34:03Z,False,success
chaitin/SafeLine,815,chaitin,SafeLine,unknown,Go,2025-11-05T08:13:12Z,False,success
chinesehuazhou/python-whydo,812,chinesehuazhou,python-whydo,unknown,,2025-01-11T14:05:50Z,False,success
DataTalksClub/data-engineering-zoomcamp,811,DataTalksClub,data-engineering-zoomcamp,unknown,Jupyter Notebook,2025-12-19T18:27:40Z,False,success
kubernetes/kubernetes,810,kubernetes,kubernetes,unknown,Go,2025-12-24T07:22:32Z,False,success
THUDM/CogVLM,809,THUDM,CogVLM,unknown,Python,2024-05-29T10:01:33Z,False,success
pydantic/FastUI,809,pydantic,FastUI,unknown,Python,2025-11-01T04:04:13Z,False,success
maotoumao/MusicFree,808,maotoumao,MusicFree,unknown,TypeScript,2025-11-25T16:45:16Z,False,success
tensorflow/tensorflow,806,tensorflow,tensorflow,unknown,C++,2025-12-26T06:05:11Z,False,success
CompVis/stable-diffusion,806,CompVis,stable-diffusion,unknown,Jupyter Notebook,2024-06-18T01:53:49Z,False,success
beeper/imessage,806,beeper,imessage,unknown,Go,2024-04-05T20:25:16Z,True,success
facebookresearch/segment-anything,805,facebookresearch,segment-anything,unknown,Jupyter Notebook,2024-09-18T17:46:55Z,False,success
MlgmXyysd/Xiaomi-BootLoader-Questionnaire,801,MlgmXyysd,Xiaomi-BootLoader-Questionnaire,unknown,,2025-03-05T13:47:30Z,False,success
THUDM/ChatGLM-6B,799,THUDM,ChatGLM-6B,unknown,Python,2024-06-27T04:05:25Z,False,success
gregberge/twc,797,gregberge,twc,unknown,TypeScript,2025-12-14T20:10:06Z,False,success
elie222/inbox-zero,795,elie222,inbox-zero,unknown,TypeScript,2025-12-25T19:46:38Z,False,success
jason5ng32/MyIP,794,jason5ng32,MyIP,unknown,Vue,2025-12-21T12:59:32Z,False,success
MichaelYuhe/ai-group-tabs,792,MichaelYuhe,ai-group-tabs,unknown,TypeScript,2024-04-24T05:04:26Z,True,success
WuKongOpenSource/Wukong_Accounting,792,WuKongOpenSource,Wukong_Accounting,unknown,Vue,2023-11-06T02:24:59Z,False,success
krishnaik06/The-Grand-Complete-Data-Science-Materials,791,krishnaik06,The-Grand-Complete-Data-Science-Materials,unknown,Python,2024-08-04T07:14:11Z,False,success
microsoft/playwright,789,microsoft,playwright,unknown,TypeScript,2025-12-24T01:22:51Z,False,success
anuraghazra/github-readme-stats,786,anuraghazra,github-readme-stats,unknown,JavaScript,2025-12-22T18:03:51Z,False,success
Chalarangelo/30-seconds-of-code,786,Chalarangelo,30-seconds-of-code,unknown,JavaScript,2025-12-09T07:29:39Z,False,success
langchain-ai/opengpts,784,langchain-ai,opengpts,unknown,Rich Text Format,2025-06-26T04:17:28Z,False,success
rust-unofficial/awesome-rust,783,rust-unofficial,awesome-rust,unknown,Rust,2025-12-25T17:08:49Z,False,success
google/style-aligned,779,google,style-aligned,unknown,Python,2023-12-29T21:26:34Z,True,success
ocornut/imgui,777,ocornut,imgui,unknown,C++,2025-12-23T19:30:44Z,False,success
flowdriveai/flowpilot,771,flowdriveai,flowpilot,unknown,C,2024-09-19T16:37:47Z,False,success
penpot/penpot,771,penpot,penpot,unknown,Clojure,2025-12-25T19:57:03Z,False,success
mouredev/Hello-Python,770,mouredev,Hello-Python,unknown,Python,2025-08-11T12:00:01Z,False,success
nvm-sh/nvm,768,nvm-sh,nvm,unknown,Shell,2025-12-03T20:06:59Z,False,success
lyswhut/lx-music-desktop,766,lyswhut,lx-music-desktop,unknown,TypeScript,2025-12-21T05:47:01Z,False,success
Az0x7/vulnerability-Checklist,764,Az0x7,vulnerability-Checklist,unknown,,2024-02-10T18:51:57Z,False,success
orbitinghail/sqlsync,762,orbitinghail,sqlsync,unknown,Rust,2025-11-19T20:47:39Z,False,success
openchatai/OpenCopilot,760,openchatai,OpenCopilot,unknown,TypeScript,2025-03-26T14:05:56Z,True,success
run-llama/rags,760,run-llama,rags,unknown,Python,2024-04-05T05:36:59Z,False,success
golang/go,759,golang,go,unknown,Go,2025-12-24T13:32:19Z,False,success
linyiLYi/voice-assistant,758,linyiLYi,voice-assistant,unknown,Python,2024-04-30T14:11:14Z,False,success
binhnguyennus/awesome-scalability,756,binhnguyennus,awesome-scalability,unknown,,2025-12-06T08:45:30Z,False,success
tayllan/awesome-algorithms,756,tayllan,awesome-algorithms,unknown,,2025-12-06T14:04:53Z,False,success
MatsuriDayo/nekoray,754,MatsuriDayo,nekoray,unknown,C++,2024-12-12T08:25:39Z,True,success
BerriAI/litellm,751,BerriAI,litellm,unknown,Python,2025-12-26T02:32:55Z,False,success
imDazui/Tvlist-awesome-m3u-m3u8,750,imDazui,Tvlist-awesome-m3u-m3u8,unknown,,2025-11-14T10:50:50Z,False,success
Flipper-XFW/Xtreme-Firmware,746,Flipper-XFW,Xtreme-Firmware,unknown,C,2024-11-19T01:52:33Z,True,success
voxel51/fiftyone,745,voxel51,fiftyone,unknown,Python,2025-12-25T21:02:41Z,False,success
ultralytics/yolov5,742,ultralytics,yolov5,unknown,Python,2025-12-24T22:40:34Z,False,success
juanfont/headscale,741,juanfont,headscale,unknown,Go,2025-12-23T19:23:35Z,False,success
guoyww/AnimateDiff,740,guoyww,AnimateDiff,unknown,Python,2024-07-31T01:14:15Z,False,success
svc-develop-team/so-vits-svc,737,svc-develop-team,so-vits-svc,unknown,Python,2023-11-11T13:11:31Z,True,success
shidahuilang/shuyuan,736,shidahuilang,shuyuan,unknown,Python,2025-12-25T10:31:54Z,False,success
YueChan/Live,736,YueChan,Live,unknown,,2025-12-23T03:52:57Z,False,success
syncthing/syncthing,729,syncthing,syncthing,unknown,Go,2025-12-24T01:30:39Z,False,success
nuxt/nuxt,726,nuxt,nuxt,unknown,TypeScript,2025-12-26T02:51:49Z,False,success
sveltejs/svelte,726,sveltejs,svelte,unknown,JavaScript,2025-12-25T20:23:26Z,False,success
mistralai/megablocks-public,726,mistralai,megablocks-public,unknown,,2023-12-08T09:56:39Z,True,success
honojs/hono,725,honojs,hono,unknown,TypeScript,2025-12-25T10:41:35Z,False,success
mrdoob/three.js,724,mrdoob,three.js,unknown,JavaScript,2025-12-24T03:28:15Z,False,success
IceWhaleTech/CasaOS,721,IceWhaleTech,CasaOS,unknown,Go,2025-08-06T08:54:04Z,False,success
remotion-dev/github-unwrapped-2023,720,remotion-dev,github-unwrapped-2023,unknown,TypeScript,2025-12-16T07:00:14Z,False,success
fanmingming/live,719,fanmingming,live,unknown,JavaScript,2025-12-26T04:28:00Z,False,success
OpenBMB/XAgent,718,OpenBMB,XAgent,unknown,Python,2024-08-12T06:41:38Z,False,success
vitejs/vite,718,vitejs,vite,unknown,TypeScript,2025-12-25T02:01:47Z,False,success
jesseduffield/lazygit,716,jesseduffield,lazygit,unknown,Go,2025-12-23T16:21:13Z,False,success
lyogavin/Anima,716,lyogavin,Anima,unknown,,2024-08-01T14:11:10Z,False,success
tinygrad/tinygrad,715,tinygrad,tinygrad,unknown,Python,2025-12-26T04:45:18Z,False,success
pola-rs/polars,712,pola-rs,polars,unknown,Rust,2025-12-25T11:40:17Z,False,success
danielmiessler/SecLists,712,danielmiessler,SecLists,unknown,PHP,2025-12-25T14:07:17Z,False,success
nikolaydubina/go-recipes,712,nikolaydubina,go-recipes,unknown,Go,2025-12-21T16:37:28Z,False,success
huggingface/candle,712,huggingface,candle,unknown,Rust,2025-12-24T09:29:44Z,False,success
Developer-Y/cs-video-courses,711,Developer-Y,cs-video-courses,unknown,,2025-12-14T12:38:52Z,False,success
mermaid-js/mermaid,711,mermaid-js,mermaid,unknown,TypeScript,2025-12-24T13:30:49Z,False,success
iamadamdev/bypass-paywalls-chrome,711,iamadamdev,bypass-paywalls-chrome,unknown,,,,error_451
microsoft/semantic-kernel,710,microsoft,semantic-kernel,unknown,C#,2025-12-23T00:28:28Z,False,success
chiteroman/PlayIntegrityFix,710,chiteroman,PlayIntegrityFix,unknown,,,,not_found
DovAmir/awesome-design-patterns,708,DovAmir,awesome-design-patterns,unknown,,2024-10-25T19:57:00Z,False,success
sweepai/sweep,706,sweepai,sweep,unknown,Jupyter Notebook,2025-09-18T06:10:59Z,False,success
pheralb/svgl,701,pheralb,svgl,unknown,TypeScript,2025-12-23T12:50:51Z,False,success
nvim-lua/kickstart.nvim,701,nvim-lua,kickstart.nvim,unknown,Lua,2025-05-22T21:10:05Z,False,success
obsproject/obs-studio,700,obsproject,obs-studio,unknown,C,2025-12-19T19:43:44Z,False,success
filamentphp/filament,698,filamentphp,filament,unknown,PHP,2025-12-24T21:31:26Z,False,success
youngyangyang04/leetcode-master,691,youngyangyang04,leetcode-master,unknown,Shell,2025-11-07T09:41:14Z,False,success
junegunn/fzf,691,junegunn,fzf,unknown,Go,2025-12-23T23:57:44Z,False,success
krayin/laravel-crm,689,krayin,laravel-crm,unknown,PHP,2025-12-23T07:31:49Z,False,success
blossom-editor/blossom,689,blossom-editor,blossom,unknown,Java,2025-12-23T23:00:05Z,False,success
THUDM/CodeGeeX2,689,THUDM,CodeGeeX2,unknown,Python,2024-07-10T12:34:55Z,False,success
dani-garcia/vaultwarden,687,dani-garcia,vaultwarden,unknown,Rust,2025-12-23T15:27:54Z,False,success
eosphoros-ai/DB-GPT,686,eosphoros-ai,DB-GPT,unknown,Python,2025-12-22T11:19:05Z,False,success
type-challenges/type-challenges,685,type-challenges,type-challenges,unknown,TypeScript,2025-12-14T01:57:42Z,False,success
refinedev/refine,684,refinedev,refine,unknown,TypeScript,2025-12-17T15:41:26Z,False,success
uvdesk/community-skeleton,682,uvdesk,community-skeleton,unknown,CSS,2025-10-01T07:16:24Z,False,success
raysan5/raylib,681,raysan5,raylib,unknown,C,2025-12-24T19:58:40Z,False,success
tw93/Pake,680,tw93,Pake,unknown,Rust,2025-12-25T16:02:24Z,False,success
manticoresoftware/manticoresearch,679,manticoresoftware,manticoresearch,unknown,C++,2025-12-26T05:59:09Z,False,success
LizardByte/Sunshine,679,LizardByte,Sunshine,unknown,C++,2025-12-26T03:57:33Z,False,success
BradyFU/Awesome-Multimodal-Large-Language-Models,678,BradyFU,Awesome-Multimodal-Large-Language-Models,unknown,,2025-12-25T13:11:28Z,False,success
joaomdmoura/crewAI,677,joaomdmoura,crewAI,unknown,Python,2025-12-26T00:04:12Z,False,success
nektos/act,676,nektos,act,unknown,Go,2025-12-01T02:51:08Z,False,success
