repo_name,stars,owner,repo,sustainability_status
MlgmXyysd/Xiaomi-HyperOS-BootLoader-Bypass,311,MlgmXyysd,Xiaomi-HyperOS-BootLoader-Bypass,unknown
swoole/phpy,311,swoole,phpy,unknown
codaworks/react-glow,311,codaworks,react-glow,unknown
JetBrains/kotlin,311,JetBrains,kotlin,unknown
lutzroeder/netron,311,lutzroeder,netron,unknown
scrapy/scrapy,311,scrapy,scrapy,unknown
facebook/create-react-app,311,facebook,create-react-app,unknown
PowerShell/PowerShell,311,PowerShell,PowerShell,unknown
google-research/tuning_playbook,311,google-research,tuning_playbook,unknown
EleutherAI/lm-evaluation-harness,310,EleutherAI,lm-evaluation-harness,unknown
lepoco/wpfui,310,lepoco,wpfui,unknown
moesnow/March7thAssistant,310,moesnow,March7thAssistant,unknown
subbarayudu-j/TheAlgorithms-Python,310,subbarayudu-j,TheAlgorithms-Python,unknown
paulmillr/encrypted-dns,309,paulmillr,encrypted-dns,unknown
horseee/DeepCache,309,horseee,DeepCache,unknown
baaivision/GeoDream,309,baaivision,GeoDream,unknown
facebookresearch/nougat,308,facebookresearch,nougat,unknown
rwf2/Rocket,308,rwf2,Rocket,unknown
k3s-io/k3s,308,k3s-io,k3s,unknown
zyronon/typing-word,308,zyronon,typing-word,unknown
Rem0o/FanControl.Releases,308,Rem0o,FanControl.Releases,unknown
LykosAI/StabilityMatrix,308,LykosAI,StabilityMatrix,unknown
doocs/advanced-java,308,doocs,advanced-java,unknown
OpenEthan/SMSBoom,307,OpenEthan,SMSBoom,unknown
containers/podman,307,containers,podman,unknown
vitimlena/tor2web,307,vitimlena,tor2web,unknown
XueFuzhao/OpenMoE,307,XueFuzhao,OpenMoE,unknown
ehang-io/nps,307,ehang-io,nps,unknown
Kanaries/pygwalker,306,Kanaries,pygwalker,unknown
Card-Forge/forge,306,Card-Forge,forge,unknown
mack-a/v2ray-agent,306,mack-a,v2ray-agent,unknown
Vendicated/Vencord,306,Vendicated,Vencord,unknown
actualbudget/actual,306,actualbudget,actual,unknown
coolsnowwolf/lede,306,coolsnowwolf,lede,unknown
Cyril0563/lanjing_live,306,Cyril0563,lanjing_live,unknown
Mooler0410/LLMsPracticalGuide,306,Mooler0410,LLMsPracticalGuide,unknown
sst/sst,306,sst,sst,unknown
Platane/snk,306,Platane,snk,unknown
dailydotdev/daily,305,dailydotdev,daily,unknown
google/generative-ai-android,305,google,generative-ai-android,unknown
Rudrabha/Wav2Lip,305,Rudrabha,Wav2Lip,unknown
ShareX/ShareX,305,ShareX,ShareX,unknown
OlivierKuhn/PancakeSwapBot,304,OlivierKuhn,PancakeSwapBot,unknown
davidjerleke/embla-carousel,304,davidjerleke,embla-carousel,unknown
ArchGPT/insomnium,304,ArchGPT,insomnium,unknown
the1812/Bilibili-Evolved,304,the1812,Bilibili-Evolved,unknown
pypa/pipx,304,pypa,pipx,unknown
alibaba/easyexcel,304,alibaba,easyexcel,unknown
eip-work/kuboard-press,304,eip-work,kuboard-press,unknown
Greedysky/TTKMusicPlayer,303,Greedysky,TTKMusicPlayer,unknown
mrpond/BlockTheSpot,303,mrpond,BlockTheSpot,unknown
TomSchimansky/CustomTkinter,303,TomSchimansky,CustomTkinter,unknown
Team-xManager/xManager,303,Team-xManager,xManager,unknown
spotDL/spotify-downloader,303,spotDL,spotify-downloader,unknown
edarchimbaud/awesome-systematic-trading,303,edarchimbaud,awesome-systematic-trading,unknown
amitsangani/Llama-2,302,amitsangani,Llama-2,unknown
GyulyVGC/sniffnet,302,GyulyVGC,sniffnet,unknown
iam-veeramalla/Jenkins-Zero-To-Hero,302,iam-veeramalla,Jenkins-Zero-To-Hero,unknown
996icu/996.ICU,302,996icu,996.ICU,unknown
expressjs/express,302,expressjs,express,unknown
openwrt/openwrt,302,openwrt,openwrt,unknown
kelseyhightower/kubernetes-the-hard-way,302,kelseyhightower,kubernetes-the-hard-way,unknown
navidrome/navidrome,302,navidrome,navidrome,unknown
streamich/react-use,301,streamich,react-use,unknown
privatenumber/tsx,301,privatenumber,tsx,unknown
huntabyte/shadcn-svelte,301,huntabyte,shadcn-svelte,unknown
authelia/authelia,300,authelia,authelia,unknown
kimlimjustin/xplorer,300,kimlimjustin,xplorer,unknown
tiny-craft/tiny-rdm,300,tiny-craft,tiny-rdm,unknown
TheAlgorithms/Rust,300,TheAlgorithms,Rust,unknown
prabhupant/python-ds,300,prabhupant,python-ds,unknown
TransformerOptimus/SuperAGI,300,TransformerOptimus,SuperAGI,unknown
Jazee6/cloudflare-ai-web,300,Jazee6,cloudflare-ai-web,unknown
vanila-io/wireflow,300,vanila-io,wireflow,unknown
fastlane/fastlane,300,fastlane,fastlane,unknown
ToolJet/ToolJet,299,ToolJet,ToolJet,unknown
mist-project/mist-v2,299,mist-project,mist-v2,unknown
v2ray/v2ray-core,298,v2ray,v2ray-core,unknown
antirez/smallchat,298,antirez,smallchat,unknown
openai/evals,298,openai,evals,unknown
InterviewReady/system-design-resources,298,InterviewReady,system-design-resources,unknown
dibingfa/flash-linux0.11-talk,298,dibingfa,flash-linux0.11-talk,unknown
plausible/analytics,298,plausible,analytics,unknown
frappe/erpnext,298,frappe,erpnext,unknown
duma-repo/ai_code_reader,297,duma-repo,ai_code_reader,unknown
chenxwh/insanely-fast-whisper,297,chenxwh,insanely-fast-whisper,unknown
apify/crawlee,297,apify,crawlee,unknown
devictoribero/clean-code-javascript,297,devictoribero,clean-code-javascript,unknown
AILab-CVC/UniRepLKNet,297,AILab-CVC,UniRepLKNet,unknown
daeuniverse/dae,297,daeuniverse,dae,unknown
tree-sitter/tree-sitter,297,tree-sitter,tree-sitter,unknown
Asabeneh/30-Days-Of-React,296,Asabeneh,30-Days-Of-React,unknown
roboflow/multimodal-maestro,296,roboflow,multimodal-maestro,unknown
ueberdosis/tiptap,296,ueberdosis,tiptap,unknown
maboloshi/github-chinese,296,maboloshi,github-chinese,unknown
datawhalechina/prompt-engineering-for-developers,296,datawhalechina,prompt-engineering-for-developers,unknown
keras-team/keras,295,keras-team,keras,unknown
statelyai/xstate,295,statelyai,xstate,unknown
lmammino/awesome-learn-by-playing,295,lmammino,awesome-learn-by-playing,unknown
erebe/wstunnel,294,erebe,wstunnel,unknown
Niek/chatgpt-web,294,Niek,chatgpt-web,unknown
SocialComplexityLab/life2vec,294,SocialComplexityLab,life2vec,unknown
OpenTexture/Paint3D,294,OpenTexture,Paint3D,unknown
CMU-Perceptual-Computing-Lab/openpose,294,CMU-Perceptual-Computing-Lab,openpose,unknown
szimek/sharedrop,293,szimek,sharedrop,unknown
vnpy/vnpy,293,vnpy,vnpy,unknown
guozhigq/pilipala,293,guozhigq,pilipala,unknown
Ileriayo/markdown-badges,293,Ileriayo,markdown-badges,unknown
DefinitelyTyped/DefinitelyTyped,293,DefinitelyTyped,DefinitelyTyped,unknown
kata-containers/kata-containers,293,kata-containers,kata-containers,unknown
vignshwarar/AI-Employe,292,vignshwarar,AI-Employe,unknown
informalsystems/quint,292,informalsystems,quint,unknown
Semporia/TikTok-Unlock,292,Semporia,TikTok-Unlock,unknown
google-deepmind/graphcast,292,google-deepmind,graphcast,unknown
microsoft/promptflow,292,microsoft,promptflow,unknown
twitter/the-algorithm,292,twitter,the-algorithm,unknown
google-research/bert,292,google-research,bert,unknown
pybind/pybind11,291,pybind,pybind11,unknown
winglang/wing,291,winglang,wing,unknown
elidianaandrade/dio-curso-git-github,290,elidianaandrade,dio-curso-git-github,unknown
yoheinakajima/babyagi,290,yoheinakajima,babyagi,unknown
builtbybel/Bloatynosy,290,builtbybel,Bloatynosy,unknown
rust-embedded/rust-raspberrypi-OS-tutorials,290,rust-embedded,rust-raspberrypi-OS-tutorials,unknown
dortania/OpenCore-Legacy-Patcher,290,dortania,OpenCore-Legacy-Patcher,unknown
jqlang/jq,290,jqlang,jq,unknown
davidmerfield/Blot,290,davidmerfield,Blot,unknown
grpc/grpc,290,grpc,grpc,unknown
TodePond/nDreamBerd,290,TodePond,nDreamBerd,unknown
dotnet/aspire,290,dotnet,aspire,unknown
huggingface/chat-ui,290,huggingface,chat-ui,unknown
iorate/ublacklist,290,iorate,ublacklist,unknown
alshedivat/al-folio,289,alshedivat,al-folio,unknown
FranzKafkaYu/x-ui,289,FranzKafkaYu,x-ui,unknown
VladimirYugay/Gaussian-SLAM,289,VladimirYugay,Gaussian-SLAM,unknown
pure-admin/vue-pure-admin,289,pure-admin,vue-pure-admin,unknown
jxxghp/MoviePilot,289,jxxghp,MoviePilot,unknown
poteto/hiring-without-whiteboards,289,poteto,hiring-without-whiteboards,unknown
nrwl/nx,288,nrwl,nx,unknown
huggingface/trl,288,huggingface,trl,unknown
joevess/IPTV,288,joevess,IPTV,unknown
apecloud/kubeblocks,288,apecloud,kubeblocks,unknown
srbhr/Resume-Matcher,287,srbhr,Resume-Matcher,unknown
bracesdev/errtrace,287,bracesdev,errtrace,unknown
philips-labs/terraform-aws-github-runner,287,philips-labs,terraform-aws-github-runner,unknown
openai/openai-node,287,openai,openai-node,unknown
VRSEN/agency-swarm,287,VRSEN,agency-swarm,unknown
embedchain/embedchain,287,embedchain,embedchain,unknown
fishaudio/fish-speech,287,fishaudio,fish-speech,unknown
samuelmtimbo/unit,286,samuelmtimbo,unit,unknown
HumanSignal/label-studio,286,HumanSignal,label-studio,unknown
dream-num/univer,286,dream-num,univer,unknown
koalaman/shellcheck,286,koalaman,shellcheck,unknown
GPUOpen-LibrariesAndSDKs/FidelityFX-SDK,286,GPUOpen-LibrariesAndSDKs,FidelityFX-SDK,unknown
binwiederhier/ntfy,285,binwiederhier,ntfy,unknown
HandBrake/HandBrake,285,HandBrake,HandBrake,unknown
homanp/superagent,285,homanp,superagent,unknown
cli/cli,285,cli,cli,unknown
Stirling-Tools/Stirling-PDF,285,Stirling-Tools,Stirling-PDF,unknown
getcursor/cursor,285,getcursor,cursor,unknown
ihm-tswow/Links-Awakening-DX-HD,284,ihm-tswow,Links-Awakening-DX-HD,unknown
alan2207/bulletproof-react,284,alan2207,bulletproof-react,unknown
wgwang/LLMs-In-China,284,wgwang,LLMs-In-China,unknown
maotoumao/MusicFreeDesktop,284,maotoumao,MusicFreeDesktop,unknown
OmarShehata/google-earth-as-gltf,284,OmarShehata,google-earth-as-gltf,unknown
juewuy/ShellCrash,284,juewuy,ShellCrash,unknown
fbelavenuto/arpl,284,fbelavenuto,arpl,unknown
TianxingWu/FreeInit,284,TianxingWu,FreeInit,unknown
quilljs/quill,284,quilljs,quill,unknown
blacksev/Gemini-Next-Web,284,blacksev,Gemini-Next-Web,unknown
BuilderIO/hydration-overlay,284,BuilderIO,hydration-overlay,unknown
chartjs/Chart.js,284,chartjs,Chart.js,unknown
chinese-poetry/chinese-poetry,283,chinese-poetry,chinese-poetry,unknown
fyne-io/fyne,283,fyne-io,fyne,unknown
pointfreeco/swift-composable-architecture,282,pointfreeco,swift-composable-architecture,unknown
fengdu78/lihang-code,282,fengdu78,lihang-code,unknown
Melkeydev/go-blueprint,282,Melkeydev,go-blueprint,unknown
hiteshchoudhary/js-hindi-youtube,282,hiteshchoudhary,js-hindi-youtube,unknown
fish-shell/fish-shell,282,fish-shell,fish-shell,unknown
stanfordnlp/dspy,282,stanfordnlp,dspy,unknown
thuml/Time-Series-Library,282,thuml,Time-Series-Library,unknown
ibraheemdev/modern-unix,282,ibraheemdev,modern-unix,unknown
KHwang9883/MobileModels,281,KHwang9883,MobileModels,unknown
webfansplz/vuejs-challenges,281,webfansplz,vuejs-challenges,unknown
camenduru/stable-diffusion-webui-colab,281,camenduru,stable-diffusion-webui-colab,unknown
measuredco/puck,281,measuredco,puck,unknown
wistbean/learn_python3_spider,281,wistbean,learn_python3_spider,unknown
H-M-H/Weylus,281,H-M-H,Weylus,unknown
apache/echarts,281,apache,echarts,unknown
continue-revolution/sd-webui-animatediff,281,continue-revolution,sd-webui-animatediff,unknown
Meroser/IPTV,280,Meroser,IPTV,unknown
mikf/gallery-dl,280,mikf,gallery-dl,unknown
zizifn/edgetunnel,280,zizifn,edgetunnel,unknown
blender/blender,280,blender,blender,unknown
BluePointLilac/ContextMenuManager,280,BluePointLilac,ContextMenuManager,unknown
getaurora/download,279,getaurora,download,unknown
salesforce/LAVIS,279,salesforce,LAVIS,unknown
ajnart/homarr,279,ajnart,homarr,unknown
radix-ui/themes,279,radix-ui,themes,unknown
wukko/cobalt,279,wukko,cobalt,unknown
vuejs/awesome-vue,279,vuejs,awesome-vue,unknown
anoma/namada-trusted-setup-claimer,279,anoma,namada-trusted-setup-claimer,unknown
netbirdio/netbird,279,netbirdio,netbird,unknown
candiddev/rot,279,candiddev,rot,unknown
MaaAssistantArknights/MaaAssistantArknights,278,MaaAssistantArknights,MaaAssistantArknights,unknown
Lightning-AI/pytorch-lightning,278,Lightning-AI,pytorch-lightning,unknown
dair-ai/ML-YouTube-Courses,278,dair-ai,ML-YouTube-Courses,unknown
Archmage83/tvapk,278,Archmage83,tvapk,unknown
veggiemonk/awesome-docker,278,veggiemonk,awesome-docker,unknown
basecamp/kamal,278,basecamp,kamal,unknown
XingangPan/DragGAN,278,XingangPan,DragGAN,unknown
vsouza/awesome-ios,278,vsouza,awesome-ios,unknown
zauberzeug/nicegui,278,zauberzeug,nicegui,unknown
kenjihiranabe/The-Art-of-Linear-Algebra,277,kenjihiranabe,The-Art-of-Linear-Algebra,unknown
selfteaching/the-craft-of-selfteaching,277,selfteaching,the-craft-of-selfteaching,unknown
go-gorm/gorm,277,go-gorm,gorm,unknown
ai-boost/Awesome-GPTs,277,ai-boost,Awesome-GPTs,unknown
WindowsAddict/IDM-Activation-Script,277,WindowsAddict,IDM-Activation-Script,unknown
nothings/stb,277,nothings,stb,unknown
justjavac/awesome-wechat-weapp,277,justjavac,awesome-wechat-weapp,unknown
scutan90/DeepLearning-500-questions,276,scutan90,DeepLearning-500-questions,unknown
liwenxi/SWIFT-AI,276,liwenxi,SWIFT-AI,unknown
NickeManarin/ScreenToGif,276,NickeManarin,ScreenToGif,unknown
Const-me/Whisper,276,Const-me,Whisper,unknown
OpenAPITools/openapi-generator,276,OpenAPITools,openapi-generator,unknown
cilium/cilium,276,cilium,cilium,unknown
karpathy/micrograd,276,karpathy,micrograd,unknown
maxpert/marmot,276,maxpert,marmot,unknown
JuliaLang/julia,276,JuliaLang,julia,unknown
charmbracelet/gum,275,charmbracelet,gum,unknown
catchorg/Catch2,275,catchorg,Catch2,unknown
gristlabs/grist-core,275,gristlabs,grist-core,unknown
mitmproxy/mitmproxy,275,mitmproxy,mitmproxy,unknown
obsidianmd/obsidian-releases,275,obsidianmd,obsidian-releases,unknown
BeichenDream/FakeToa,275,BeichenDream,FakeToa,unknown
typescript-cheatsheets/react,275,typescript-cheatsheets,react,unknown
jeecgboot/jeecg-boot,275,jeecgboot,jeecg-boot,unknown
wechaty/wechaty,275,wechaty,wechaty,unknown
JunkFood02/Seal,275,JunkFood02,Seal,unknown
tamagui/tamagui,275,tamagui,tamagui,unknown
vitest-dev/vitest,275,vitest-dev,vitest,unknown
neondatabase/neon,275,neondatabase,neon,unknown
moonlight-stream/moonlight-qt,274,moonlight-stream,moonlight-qt,unknown
Codium-ai/pr-agent,274,Codium-ai,pr-agent,unknown
cheshire-cat-ai/core,274,cheshire-cat-ai,core,unknown
zeromicro/go-zero,274,zeromicro,go-zero,unknown
rushter/MLAlgorithms,274,rushter,MLAlgorithms,unknown
onyx-lang/onyx,274,onyx-lang,onyx,unknown
shadcn-ui/taxonomy,273,shadcn-ui,taxonomy,unknown
XAMPPRocky/tokei,273,XAMPPRocky,tokei,unknown
TryGhost/Ghost,273,TryGhost,Ghost,unknown
devisasari/awesome-chatgpt-store,273,devisasari,awesome-chatgpt-store,unknown
iam-veeramalla/python-for-devops,273,iam-veeramalla,python-for-devops,unknown
launchbadge/sqlx,273,launchbadge,sqlx,unknown
yzfly/awesome-chatgpt-zh,273,yzfly,awesome-chatgpt-zh,unknown
dunwu/linux-tutorial,273,dunwu,linux-tutorial,unknown
Bogdanp/awesome-advent-of-code,273,Bogdanp,awesome-advent-of-code,unknown
google/googletest,273,google,googletest,unknown
microsoft/vcpkg,273,microsoft,vcpkg,unknown
getsentry/sentry,272,getsentry,sentry,unknown
khangich/machine-learning-interview,272,khangich,machine-learning-interview,unknown
vercel/turbo,272,vercel,turbo,unknown
qinguoyi/TinyWebServer,272,qinguoyi,TinyWebServer,unknown
stevearc/oil.nvim,272,stevearc,oil.nvim,unknown
research-virus/stuxnet,272,research-virus,stuxnet,unknown
Writesonic/GPTRouter,272,Writesonic,GPTRouter,unknown
huginn/huginn,272,huginn,huginn,unknown
renovatebot/renovate,271,renovatebot,renovate,unknown
curl/curl,271,curl,curl,unknown
juspay/hyperswitch,271,juspay,hyperswitch,unknown
LAION-AI/Open-Assistant,271,LAION-AI,Open-Assistant,unknown
taojy123/KeymouseGo,271,taojy123,KeymouseGo,unknown
pdone/FreeControl,271,pdone,FreeControl,unknown
illucc/Kontraption,271,illucc,Kontraption,unknown
dotnet/aspnetcore,271,dotnet,aspnetcore,unknown
TheR1D/shell_gpt,271,TheR1D,shell_gpt,unknown
docker/compose,271,docker,compose,unknown
AtsushiSakai/PythonRobotics,271,AtsushiSakai,PythonRobotics,unknown
dragonflydb/dragonfly,271,dragonflydb,dragonfly,unknown
hiddify/Hiddify-Manager,270,hiddify,Hiddify-Manager,unknown
OpenGVLab/InternVL,270,OpenGVLab,InternVL,unknown
shenyunhang/APE,270,shenyunhang,APE,unknown
openssl/openssl,270,openssl,openssl,unknown
huggingface/alignment-handbook,269,huggingface,alignment-handbook,unknown
iina/iina,269,iina,iina,unknown
pulumi/pulumi,269,pulumi,pulumi,unknown
tlkh/asitop,269,tlkh,asitop,unknown
AMAI-GmbH/AI-Expert-Roadmap,269,AMAI-GmbH,AI-Expert-Roadmap,unknown
chubin/cheat.sh,269,chubin,cheat.sh,unknown
pmndrs/react-three-fiber,269,pmndrs,react-three-fiber,unknown
mml-book/mml-book.github.io,269,mml-book,mml-book.github.io,unknown
veler/DevToys,269,veler,DevToys,unknown
Gourieff/sd-webui-reactor,269,Gourieff,sd-webui-reactor,unknown
terobox/ChatGPT-API-Faucet,269,terobox,ChatGPT-API-Faucet,unknown
sourcegraph/conc,268,sourcegraph,conc,unknown
MatthewCroughan/NixThePlanet,268,MatthewCroughan,NixThePlanet,unknown
th-ch/youtube-music,268,th-ch,youtube-music,unknown
artidoro/qlora,268,artidoro,qlora,unknown
nolimits4web/swiper,268,nolimits4web,swiper,unknown
pluja/awesome-privacy,268,pluja,awesome-privacy,unknown
wesbos/JavaScript30,268,wesbos,JavaScript30,unknown
gto76/python-cheatsheet,267,gto76,python-cheatsheet,unknown
WilliamStar007/ClashX-V2Ray-TopFreeProxy,267,WilliamStar007,ClashX-V2Ray-TopFreeProxy,unknown
wasabeef/awesome-android-ui,267,wasabeef,awesome-android-ui,unknown
mlfoundations/open_clip,267,mlfoundations,open_clip,unknown
xkcoding/spring-boot-demo,267,xkcoding,spring-boot-demo,unknown
ujjwalkarn/Machine-Learning-Tutorials,267,ujjwalkarn,Machine-Learning-Tutorials,unknown
ankitects/anki,267,ankitects,anki,unknown
Aircoookie/WLED,267,Aircoookie,WLED,unknown
Tencent/tquic,267,Tencent,tquic,unknown
google-research/google-research,267,google-research,google-research,unknown
grpc-ecosystem/grpc-gateway,266,grpc-ecosystem,grpc-gateway,unknown
MetaLowCodeTeam/MetaLowCode,266,MetaLowCodeTeam,MetaLowCode,unknown
containrrr/watchtower,266,containrrr,watchtower,unknown
talebook/talebook,266,talebook,talebook,unknown
learning-zone/website-templates,266,learning-zone,website-templates,unknown
ZLMediaKit/ZLMediaKit,266,ZLMediaKit,ZLMediaKit,unknown
LostRuins/koboldcpp,266,LostRuins,koboldcpp,unknown
oceanbase/miniob,266,oceanbase,miniob,unknown
lucide-icons/lucide,265,lucide-icons,lucide,unknown
windingwind/zotero-pdf-translate,265,windingwind,zotero-pdf-translate,unknown
facebookresearch/fairseq,265,facebookresearch,fairseq,unknown
siglens/siglens,265,siglens,siglens,unknown
34736384/genshin-fps-unlock,264,34736384,genshin-fps-unlock,unknown
Mikoto10032/DeepLearning,264,Mikoto10032,DeepLearning,unknown
RootHide/Bootstrap,264,RootHide,Bootstrap,unknown
gfx-rs/wgpu,264,gfx-rs,wgpu,unknown
framer/motion,264,framer,motion,unknown
WherebyAS/whereby,264,WherebyAS,whereby,unknown
golang-migrate/migrate,264,golang-migrate,migrate,unknown
jart/emacs-copilot,264,jart,emacs-copilot,unknown
miekg/dns,263,miekg,dns,unknown
google/generative-ai-go,263,google,generative-ai-go,unknown
rust-lang/mdBook,263,rust-lang,mdBook,unknown
dnSpy/dnSpy,263,dnSpy,dnSpy,unknown
fengdu78/Coursera-ML-AndrewNg-Notes,263,fengdu78,Coursera-ML-AndrewNg-Notes,unknown
truera/trulens,263,truera,trulens,unknown
KieronQuinn/Smartspacer,263,KieronQuinn,Smartspacer,unknown
jetpack-io/devbox,263,jetpack-io,devbox,unknown
MicrosoftDocs/azure-docs,263,MicrosoftDocs,azure-docs,unknown
sveltejs/kit,263,sveltejs,kit,unknown
Hiram-Wong/ZyPlayer,263,Hiram-Wong,ZyPlayer,unknown
go-chi/chi,262,go-chi,chi,unknown
google/leveldb,262,google,leveldb,unknown
kelseyhightower/nocode,262,kelseyhightower,nocode,unknown
AdminTest0/SharpWxDump,262,AdminTest0,SharpWxDump,unknown
lanceliao/china-holiday-calender,262,lanceliao,china-holiday-calender,unknown
wpzzz/blocked-sites-in-south-korea,262,wpzzz,blocked-sites-in-south-korea,unknown
gcla/termshark,262,gcla,termshark,unknown
deezer/spleeter,262,deezer,spleeter,unknown
apache/doris,262,apache,doris,unknown
mrzachnugent/rn-ui-inspired-by-shadcn,262,mrzachnugent,rn-ui-inspired-by-shadcn,unknown
2dust/clashN,261,2dust,clashN,unknown
Docta-ai/docta,261,Docta-ai,docta,unknown
chromium/chromium,261,chromium,chromium,unknown
vvictoryuki/AnimateZero,261,vvictoryuki,AnimateZero,unknown
Dimillian/IceCubesApp,261,Dimillian,IceCubesApp,unknown
FreeCAD/FreeCAD,261,FreeCAD,FreeCAD,unknown
midudev/porfolio.dev,261,midudev,porfolio.dev,unknown
apachecn/ailearning,261,apachecn,ailearning,unknown
ossrs/srs,261,ossrs,srs,unknown
arktypeio/arktype,261,arktypeio,arktype,unknown
coder/coder,260,coder,coder,unknown
CompVis/latent-diffusion,260,CompVis,latent-diffusion,unknown
dypsilon/frontend-dev-bookmarks,260,dypsilon,frontend-dev-bookmarks,unknown
komodojp/tinyld,260,komodojp,tinyld,unknown
dsdanielpark/Bard-API,260,dsdanielpark,Bard-API,unknown
QiuChenlyOpenSource/InjectLib,260,QiuChenlyOpenSource,InjectLib,unknown
yangjianxin1/Firefly,260,yangjianxin1,Firefly,unknown
p0deje/Maccy,260,p0deje,Maccy,unknown
ReChronoRain/HyperCeiler,259,ReChronoRain,HyperCeiler,unknown
showlab/Awesome-Video-Diffusion,259,showlab,Awesome-Video-Diffusion,unknown
dvlab-research/LLaMA-VID,259,dvlab-research,LLaMA-VID,unknown
Hypfer/Valetudo,259,Hypfer,Valetudo,unknown
microsoft/onnxruntime,258,microsoft,onnxruntime,unknown
nz-m/SocialEcho,258,nz-m,SocialEcho,unknown
oceanbase/oceanbase,258,oceanbase,oceanbase,unknown
deepseek-ai/DreamCraft3D,258,deepseek-ai,DreamCraft3D,unknown
mozilla/sccache,258,mozilla,sccache,unknown
grafana/loki,258,grafana,loki,unknown
othneildrew/Best-README-Template,257,othneildrew,Best-README-Template,unknown
janishar/mit-deep-learning-book-pdf,257,janishar,mit-deep-learning-book-pdf,unknown
cxli233/FriendsDontLetFriends,257,cxli233,FriendsDontLetFriends,unknown
joaovitoriasilva/endurain,257,joaovitoriasilva,endurain,unknown
Azure/GPT-RAG,257,Azure,GPT-RAG,unknown
iced-rs/iced,257,iced-rs,iced,unknown
es3n1n/obfuscator,257,es3n1n,obfuscator,unknown
cbh123/narrator,256,cbh123,narrator,unknown
telegramdesktop/tdesktop,256,telegramdesktop,tdesktop,unknown
rapid7/metasploit-framework,256,rapid7,metasploit-framework,unknown
sxyazi/yazi,256,sxyazi,yazi,unknown
numpy/numpy,256,numpy,numpy,unknown
Fadi002/de4py,256,Fadi002,de4py,unknown
google/mediapipe,256,google,mediapipe,unknown
element-plus/element-plus,255,element-plus,element-plus,unknown
andersontr15/clean-code-javascript-es,255,andersontr15,clean-code-javascript-es,unknown
alibaba/nacos,255,alibaba,nacos,unknown
ChatGPTNextWebTeam/ChatGPT-Next-Web,255,ChatGPTNextWebTeam,ChatGPT-Next-Web,unknown
mouredev/retos-programacion-2023,255,mouredev,retos-programacion-2023,unknown
KtzeAbyss/Easy-Virtual-Display,254,KtzeAbyss,Easy-Virtual-Display,unknown
showlab/MotionDirector,254,showlab,MotionDirector,unknown
spf13/viper,254,spf13,viper,unknown
ublue-os/bazzite,254,ublue-os,bazzite,unknown
3rd/tsdiagram,254,3rd,tsdiagram,unknown
c0re100/qBittorrent-Enhanced-Edition,254,c0re100,qBittorrent-Enhanced-Edition,unknown
pengsida/learning_research,254,pengsida,learning_research,unknown
zetaloop/ExplorerPatcher,253,zetaloop,ExplorerPatcher,unknown
remoteintech/remote-jobs,253,remoteintech,remote-jobs,unknown
sigoden/aichat,253,sigoden,aichat,unknown
huggingface/distil-whisper,253,huggingface,distil-whisper,unknown
FongMi/TV,253,FongMi,TV,unknown
geekxh/hello-algorithm,253,geekxh,hello-algorithm,unknown
scottbez1/smartknob,253,scottbez1,smartknob,unknown
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,252,ryanhanwu,How-To-Ask-Questions-The-Smart-Way,unknown
The-Art-of-Hacking/h4cker,252,The-Art-of-Hacking,h4cker,unknown
flipped-aurora/gin-vue-admin,252,flipped-aurora,gin-vue-admin,unknown
ExistentialAudio/BlackHole,252,ExistentialAudio,BlackHole,unknown
mattermost/mattermost,252,mattermost,mattermost,unknown
shadow1ng/fscan,252,shadow1ng,fscan,unknown
PaddlePaddle/PaddleSpeech,252,PaddlePaddle,PaddleSpeech,unknown
bvaughn/react-resizable-panels,252,bvaughn,react-resizable-panels,unknown
dair-ai/ml-visuals,252,dair-ai,ml-visuals,unknown
d3/d3,252,d3,d3,unknown
algorithm-visualizer/algorithm-visualizer,251,algorithm-visualizer,algorithm-visualizer,unknown
liu673cn/box,251,liu673cn,box,unknown
Kosinkadink/ComfyUI-AnimateDiff-Evolved,251,Kosinkadink,ComfyUI-AnimateDiff-Evolved,unknown
houbb/sensitive-word,251,houbb,sensitive-word,unknown
LokerL/tts-vue,251,LokerL,tts-vue,unknown
StevenBlack/hosts,251,StevenBlack,hosts,unknown
LunarVim/LunarVim,251,LunarVim,LunarVim,unknown
CaliCastle/cali.so,251,CaliCastle,cali.so,unknown
tabler/tabler,250,tabler,tabler,unknown
coollabsio/coolify,250,coollabsio,coolify,unknown
ReactiveX/RxSwift,250,ReactiveX,RxSwift,unknown
wanglin2/mind-map,250,wanglin2,mind-map,unknown
dandavison/delta,250,dandavison,delta,unknown
ccxt/ccxt,250,ccxt,ccxt,unknown
Alamofire/Alamofire,250,Alamofire,Alamofire,unknown
fastai/fastbook,249,fastai,fastbook,unknown
pixijs/pixijs,249,pixijs,pixijs,unknown
pingcap/tidb,249,pingcap,tidb,unknown
airbytehq/airbyte,249,airbytehq,airbyte,unknown
vercel/ai,249,vercel,ai,unknown
yewstack/yew,249,yewstack,yew,unknown
radix-vue/shadcn-vue,249,radix-vue,shadcn-vue,unknown
rmcelreath/stat_rethinking_2024,249,rmcelreath,stat_rethinking_2024,unknown
